City,Facility Name,Provider Number,State,Address,Phone Number,zip,Latitude,Longitude,Yelp Rating
BURLINGAME,MILLS-PENINSULA HEALTH SERVICES,05D0721446,CA,1609 TROUSDALE DRIVE,6506965270,94010,37.5928074,-122.3845578,3
SAN JOSE,EMERGENCY SERVICES OCONNOR HOSPITAL,05D0722028,CA,2105 FOREST AVE,4089472666,95128,37.3277552,-121.9383789,2.5
SAN FRANCISCO,UCSF MEDICAL CENTER AT MOUNT ZION,05D0723265,CA,1600 DIVISADERO ST STE R200,4153531613,94115,37.784695,-122.4392274,5
GILROY,SAINT LOUISE REGIONAL HOSPITAL (GILROY,05D0723996,CA,9400 NO NAME UNO,4088488630,95020,37.0367167,-121.5711608,2.5
LARKSPUR,PRIMA MEDICAL GROUP,05D0724260,CA,5 BON AIR ROAD SUITE 117,4159249770,94939,37.9440876,-122.5401569,3
CONCORD,JOHN MUIR MEDICAL CENTER CONCORD CAMPUS,05D0724455,CA,2540 EAST STREET PO BOX 4110,5106742226,94524,37.9827647,-122.0333245,3
SAN FRANCISCO,RICHARD B WARD MD,05D0724525,CA,909 HYDE ST 317,4158854971,94109,37.7894649,-122.4176544,3
SEBASTOPOL,FIRCREST CONVALESCENT HOSPITAL,05D0724814,CA,7025 CORLINE COURT,7078237444,95472,38.3896523,-122.8139116,3.5
PALO ALTO,PALO ALTO NURSING CENTER,05D0725058,CA,911 BRYANT STREET,6503270511,94301,37.4427569,-122.1561108,3
REDWOOD CITY,REDWOOD MEDICAL GROUP,05D0725208,CA,39 BIRCH STREET,4155990110,94062,37.4886566,-122.2403511,3
MOUNTAIN VIEW,MOUNTAIN VIEW HEALTHCARE CENTER,05D0725774,CA,2530 SOLACE PLACE,4159616161,94040,37.3663584,-122.0804703,3
SAN FRANCISCO,PACIFIC FAMILY PRACTICE MED GROUP,05D0725822,CA,1 SCHRADER ST STE 578,4152069841,94117,37.7746141,-122.4532259,3.5
SAN JOSE,FOREST AVENUE MEDICAL GROUP CLINICAL LAB,05D0856797,CA,2100 FOREST AVE STE 104,4082925337,95128,37.3267002,-121.9366006,2.5
VALLEJO,KAISER HOME CARE,05D0857403,CA,"1761 BROADWAY ST, STE 210",7076452720,94589,38.1303683,-122.2537895,3
SAN MATEO,SAN MATEO COUNTY PUBLIC HEALTH LAB,05D0857622,CA,225 W 37TH AVE RM 113,6505732500,94403,37.534465,-122.29463,2.5
ALAMEDA,CRITICAL CARE AMERICA,05D0858228,CA,1105 ATLANTIC AVENU SUITE 101,5105221492,94501,37.7809105,-122.2645912,2.5
VALLEJO,KAISER PERMANENTE MEDICAL OFFICES,05D0859931,CA,975 SERENE DRIVE,,94589,38.12767,-122.2484432,3
MOUNTAIN VIEW,MOUNTAIN VIEW ENDOSCOPY CENTER,05D0860525,CA,"2490 HOSPITAL DRIVE, SUITE 211",6509887488,94040,37.3697973,-122.0823749,3
SAN FRANCISCO,ST MARY'S MEDICAL CENTER,05D0862149,CA,450 STANYAN STREET,4157505771,94117,37.7740749,-122.4538893,3.5
SAN MATEO,BAY FAMILY MEDICAL GROUP,05D0864238,CA,50 SOUTH SAN MATEO DRIVE 230,4153480454,94401,37.5661477,-122.326442,2
SAN FRANCISCO,PACIFIC COAST INTERNAL MEDICINE,05D0866270,CA,1700 CALIFORNIA STREET #520,4157711700,94109,37.790523,-122.4230564,3
SAN JOSE,GOOD SAMARITAN MEDICAL GROUP,05D0869246,CA,2585 SAMARITAN DRIVE,4083562273,95124,37.25289,-121.9500218,3
NOVATO,NOVATO CLINICAL LAB,05D0869370,CA,1324 GRANT AVE,4158923300,94945,38.1087986,-122.5742711,3.5
MOUNTAIN VIEW,SOUTH DRIVE MEDICAL CLINIC,05D0870456,CA,515 SOUTH DRIVE SUITE 15,6509619430,94040,37.3670004,-122.0837379,3
CONCORD,JOHN MUIR BEHAVIORAL HEALTH CENTER,05D0872188,CA,2740 GRANT STREET,9256744100,94520,37.9853651,-122.0379096,1.5
OAKLAND,ALTA BATES MEDICAL GROUP,05D0872825,CA,368 28TH ST,5108341950,94609,37.8165322,-122.2647462,3
REDWOOD CITY,SEQUOIA HOSPITAL-HEALTH & WELLNESS,05D0874325,CA,749 BREWSTER AVE,6503675998,94061,37.4891542,-122.2329343,3
REDWOOD CITY,STANFORD LAB AT REDWOOD MEDICAL GROUP,05D0875111,CA,805 VETERANS BLVD,4157236522,94063,37.4912229,-122.2286058,3
SONOMA,SONOMA VALLEY HOSPITAL DISTRICT,05D0875504,CA,347 ANDRIEUX ST,7079355135,95476,38.2881503,-122.4656876,3
SAN FRANCISCO,ST MARYS HOME HEALTH,05D0877384,CA,450 STANYAN ST,4157505575,94117,37.7740749,-122.4538893,3.5
PLEASANTON,TRI VALLEY SURGERY CENTER,05D0878233,CA,4487 STONERIDGE DR,5104843100,94588,37.6877685,-121.8767627,5
OAKLAND,ALTA BATES MEDICAL ASSOCIATES,05D0878618,CA,"400 29TH STREET, SUITE 301",5102048290,94609,37.817988,-122.2651007,3
REDWOOD CITY,BAY AREA PRIMARY CARE,05D0879537,CA,570 PRICE AVE,4153630723,94063,37.4936124,-122.2314913,3
CONCORD,"JOHN MUIR MEDICAL CENTER, CONCORD CAMPUS",05D0880668,CA,2540 EAST STREET,9256742184,94524,37.9837655,-122.0349226,3
SAN FRANCISCO,"DERMATOLOGY, UNIVERSITY OF CALIFORNIA",05D0880730,CA,#1 IRVING STREET ROOM AC34,4154769834,94143,37.7640797,-122.4575605,3
SAN FRANCISCO,SAN FRANCISCO FREE CLINIC,05D0881265,CA,4900 CALIFORNIA STREET,4157509087,94118,37.7848156,-122.4701206,3.5
MOUNTAIN VIEW,GRANT CUESTA NURSING & REHAB CENTER,05D0882020,CA,1949 GRANT ROAD,4159682990,94040,37.3736851,-122.0769619,3
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D0882057,CA,1220 ROSSMOOR PKWY,9259391220,94595,37.877669,-122.0696738,3
GILROY,SOUTH VALLEY HOSPITAL NURSING SERVICES,05D0882609,CA,9400 NO NAME UNO,4088482000,95020,37.0367167,-121.5711608,2.5
OAKLAND,FRUITVALE HEALTH CARE CENTER,05D0883158,CA,3020 EAST 15TH STREET,5102615613,94601,37.7796482,-122.2268771,2.5
MENLO PARK,STANFORD BLOOD CENTER - MENLO PARK,05D0883874,CA,445 BURGESS DR,6507249916,94025,37.4515338,-122.1748267,3
SANTA ROSA,HOME CARE PARTNERS,05D0885132,CA,"2455 BENNETT VALLEY ROAD, SUITE 216C",7075262273,95404,38.4341002,-122.6917497,2.5
SAN FRANCISCO,ORAL MEDICINE CLINICAL LABORATORY,05D0885301,CA,UCSF 521 PARNASSUS ROOM C-637 BOX 0422,4154765947,94143,37.763237,-122.4573349,3
SAN FRANCISCO,MERCY DOCTORS MEDICAL GROUP,05D0887344,CA,"1 SHRADER STREET, SUITE 640",4157520100,94117,37.7746141,-122.4532259,4
SONOMA,SONOMA VALLEY HOSPITAL DISTRICT,05D0887560,CA,347 ANDRIEUX ST,7079355276,95476,38.2881503,-122.4656876,3
SAN FRANCISCO,GOLDEN GATE HEALTH CARE CENTER,05D0889212,CA,2707 PINE STREET,4155637600,94115,37.7868718,-122.4404869,3
SANTA ROSA,NORTH COAST HEALTH CARE CENTERS,05D0889365,CA,151 SOTOYOME STREET,7075432500,95405,38.4415096,-122.7022982,2.5
LOS GATOS,COMMUNITY HOSPITAL LOS GATOS,05D0894652,CA,815 POLLARD ROAD,4083786131,95030,37.2627564,-121.9696175,3.5
SAN FRANCISCO,UCSF WOMEN'S HEALTH CENTER,05D0895977,CA,2356 SUTTER ST 5TH FLOOR,4155148447,94115,37.7854624,-122.4392664,3.5
NAPA,PHYSICIANS CLINICAL LABORATORY,05D0896329,CA,1100 TRANCAS STREET #252,9169842315,94558,38.3236475,-122.298622,4.5
OAKLAND,CHILDREN'S HOSPITAL & RESEARCH CENTER AT,05D0898270,CA,3100 SUMMIT STREET,5106554000,94609,37.8201507,-122.2639466,3
OAKLAND,HOME HEALTH SYSTEMS,05D0898726,CA,"1900 EMBARCADERO COVE, SUITE 401",5105354975,94606,37.7831042,-122.2426557,2.5
NOVATO,NOVATO MEDICAL CENTER,05D0899100,CA,1324 GRANT AVENUE,4158923300,94945,38.1087986,-122.5742711,3.5
SAN FRANCISCO,OCCUPATIONAL HEALTH NETWORK,05D0899535,CA,650 5TH STREET #101,4159745157,94107,37.775591,-122.3980118,3
SANTA ROSA,SANTA ROSA PEDIATRICS,05D0901846,CA,"1140 SONOMA AVENUE, BLDG 3",7075455200,95405,38.4409503,-122.6996728,2.5
MARTINEZ,CONTRA COSTA COUNTY HOME HEALTH AGENCY,05D0902930,CA,"597 CENTER AVE, SUITE 280",5103136650,94553,37.9931066,-122.1177818,2
SONOMA,SONOMA VALLEY COMMUNITY HEALTH CENTER,05D0903302,CA,19270 SONOMA HWY,7079396070,95476,38.2987344,-122.4744453,3
REDWOOD CITY,PENINSULA WOMEN'S HEALTH,05D0903369,CA,100 ARCH STREET SUITE 3,,94062,37.4879182,-122.2388442,3
REDWOOD CITY,REDWOOD CITY ENDOSCOPY CENTER,05D0904004,CA,100 ARCH RD STE 3,6503652911,94062,37.4879182,-122.2388442,3
SAN PABLO,VALE HEALTH CARE CENTER,05D0906448,CA,13484 SAN PABLO AVENUE,5102325945,94806,37.955722,-122.3347543,2
SAN FRANCISCO,ST LUKE'S HEALTH CARE CENTER - WOMEN'S CLINIC,05D0906461,CA,1580 VALENCIA ST #508,4156412138,94110,37.7467497,-122.4205566,3.5
SAN FRANCISCO,PRIMARY HEALTH CARE ASSOCIATES,05D0906583,CA,"4444 GEARY BOULEVARD, SUITE 105",4156683289,94118,37.7811756,-122.4672018,3.5
SAN FRANCISCO,UCSF HOME HEALTH CARE,05D0906586,CA,3360 GEARY BOULEVARD,4155148447,94118,37.7818162,-122.4551372,3
SAN FRANCISCO,ST LUKES HEALTH CARE CENTER,05D0907197,CA,1580 VALENCIA STREET SUITE 506,4156422616,94110,37.7467497,-122.4205566,3.5
REDWOOD CITY,SEQUOIA MEDICAL ASSOCIATES,05D0909285,CA,"2900 WHIPPLE AVE, STE 130",6502612300,94062,37.4793569,-122.2562606,3.5
SAN LEANDRO,SAN LEANDRO SURGERY CENTER,05D0909468,CA,15035 EAST FOURTEENTH ST,5102762800,94578,37.704552,-122.1286519,4.5
REDWOOD CITY,BLOOD CENTERS OF THE PACIFIC-,05D0911571,CA,260 MAIN STREET SUITE C,6502616266,94062,37.4934171,-122.2286501,3
MOUNTAIN VIEW,EL CAMINO HOSPITAL,05D0913149,CA,2400 GRANT ROAD PARK PAVILION,4159887407,94039,37.3705486,-122.0792221,3
RICHMOND,EAST BAY HOSPITAL,05D0913598,CA,820 23RD STREET,5102342525,94804,37.944015,-122.3471077,3
SAN FRANCISCO,MISSION HIGH SCHOOL HEALTH CENTER,05D0914767,CA,3750 18TH STREET,4152416561,94114,37.7617503,-122.4271709,3.5
OAKLAND,CHILDREN'S SURGERY CENTER,05D0915312,CA,744 52ND STREET,5104283133,94609,37.8378905,-122.2677814,3
VALLEJO,SOLANO COUNTY HOME HEALTH SERVICES,05D0915801,CA,355 TUOLUME STREET MS 20-210,7075535571,94590,38.1052454,-122.2483726,2.5
MOUNTAIN VIEW,STANFORD BLOOD CENTER - MOUNTAIN VIEW,05D0917036,CA,515 SOUTH DR STE 20,6507249916,94040,37.3670004,-122.0837379,3
SAN MATEO,PALO ALTO MEDICAL FOUNDATION,05D0917296,CA,123 S SAN MATEO DR,6503434200,94401,37.5654692,-122.3249653,2
SAN RAMON,CANCER CENTER FOR WOMEN,05D0917676,CA,"5601 NORRIS CANYON ROAD, STE 320",5108396500,94583,37.7781369,-121.9578974,3
OAKLAND,E M HEALTH SERVICES,05D0918656,CA,"3640 GRAND AVENUE, SUITE #210",5104510651,94610,37.8156744,-122.2453148,3
SAN FRANCISCO,PACIFIC HEIGHTS MEDICAL GROUP,05D0918817,CA,"2340 CLAY STREET, 6TH FLOOR",4156745200,94115,37.791364,-122.431998,3
OAKLAND,NURSES IN ACTION,05D0920242,CA,"1611 TELEGRAPH AVE, STE #305",5108346817,94612,37.8063737,-122.2706835,3
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D0921676,CA,"1455 MONTEGO, STE 205",9259394444,94598,37.9102059,-122.041527,5
PLEASANT HILL,EPIC CARE,05D0925712,CA,400 TAYLOR BLVD STE 302-B,9254180279,94523,37.9618324,-122.0740479,5
LARKSPUR,MARIN COMMUNITY CLINIC,05D0926513,CA,5 BON AIR RD STE 117,4154481500,94939,37.9440876,-122.5401569,3
SAN FRANCISCO,MISSION NEIGHBORHOOD HEALTH CENTER,05D0928655,CA,4434 MISSION ST,4154061353,94112,37.7268268,-122.4335258,3.5
SAN FRANCISCO,ST LUKE'S HEALTH CARE CENTER - PEDIATRIC CLINIC,05D0928876,CA,1580 VALENCIA STREET STE 701,4156416913,94110,37.7467497,-122.4205566,3
DALY CITY,ST LUKE'S HEALTH CARE CENTER,05D0928969,CA,"48 PARK PLAZA, SUIT 317",4158210531,94015,37.7009069,-122.4817864,2.5
VACAVILLE,NORTHBAY HEALTHCARE GROUP,05D0929234,CA,"1010 NUT TREE ROAD, SUITE 100",7074465735,95687,38.3545317,-121.952377,3
SAN JOSE,SANTA CLARA VALLEY MEDICAL CENTER,05D0929398,CA,750 S BASCOM AVE,4088856551,95128,37.3142471,-121.9312672,2
SAN JOSE,SANTA CLARA VALLEY MEDICAL CENTER AT,05D0929399,CA,2400 MOORPARK AVENUE,4088856551,95128,37.3156923,-121.9370894,2
FREMONT,TRI-CITY HEALTH CENTER,05D0931142,CA,39500 LIBERTY STREET,5107708133,94538,37.5489569,-121.9769483,3
SAN FRANCISCO,UCSF MOUNT ZION PEDIATRIC GROUP,05D0932437,CA,2330 POST ST,4155148447,94115,37.7844665,-122.4404425,3
PALO ALTO,PALO ALTO ENDOSCOPY CENTER,05D0933838,CA,"770 WELCH ROAD, STE 380",6503250391,94304,37.4381666,-122.1760496,3
VACAVILLE,NORTHBAY HEALTHCARE MEDICAL GROUP,05D0935267,CA,"1010 NUT TREE, SUITE 205",7074261121,95688,38.3545317,-121.952377,3
HAYWARD,ST ROSE HOSPITAL-OCCUPATIONAL HEALTH,05D0935616,CA,27200 CALAROGA AVE,5102644046,94545,37.6334549,-122.0879165,2.5
SAN FRANCISCO,BAY AREA HEALTH MEDICAL CENTER,05D0935856,CA,3400 CALIFORNIA STREET #200,4154405499,94118,37.7869727,-122.450373,3.5
SAN RAFAEL,TERRA LINDA MEDICAL,05D0935934,CA,920 NORTHGATE DRIVE SUITE 6,4154791022,94903,38.007116,-122.5451847,2.5
NAPA,NAPA DIAGNOSTICS,05D0936366,CA,"1100 TRANCAS ST, #211",7072596767,94558,38.3236475,-122.298622,2.5
MOUNTAIN VIEW,CAMINO MEDICAL GROUP,05D0937736,CA,"515 SOUTH DRIVE, SUITE 21",6509888227,94040,37.3670004,-122.0837379,3
VACAVILLE,NORTHBAY HEALTH CARE MEDICAL GROUP,05D0938073,CA,1010 NUT TREE STE 205,7074261121,95687,38.3545317,-121.952377,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D0943579,CA,3838 CALIFORNIA ST RM 305,7075237220,94118,37.786182,-122.4574719,3.5
FAIRFIELD,SUTTER REGIONAL MEDICAL FOUNDATION,05D0946463,CA,2450 MARTIN ROAD,7074282788,94534,38.2742017,-122.0510439,2.5
SAN FRANCISCO,UCSF NEW GENERATION HEALTH CENTER,05D0947084,CA,625 POTRERO AVE,4155142555,94110,37.761407,-122.406827,3
SANTA ROSA,SUTTER PACIFIC MEDICAL FOUNDATION,05D0947288,CA,3883 AIRWAY DR STE 100,7075237220,95403,38.4832435,-122.7396754,3
SAN FRANCISCO,UCSF DIABETES TEACHING CENTER,05D0947303,CA,"400 PARNASSUS, 5TH FLOOR",4153532266,94143,37.7645542,-122.4572508,3.5
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D0948093,CA,106 LA CASA VIA STE 100,9252808777,94598,37.9121731,-122.0433918,5
SAN LEANDRO,AMERICAN MEDICAL RESPONSE,05D0948622,CA,640 143RD AVENUE,5108957600,94578,37.7068804,-122.1418721,2
VALLEJO,AMERICAN MEDICAL RESPONSE,05D0948668,CA,1027 ALABAMA STREET,7075526212,94590,38.1086963,-122.2478852,3
SAN FRANCISCO,AMERICAN MEDICAL RESPONSE - WEST,05D0948670,CA,1300 ILLINOIS ST,4159229400,94107,37.7552382,-122.3873382,3
SAN FRANCISCO,WOMEN'S HEALTH CARE,05D0948740,CA,2320 SUTTER STREET #101,4159287858,94115,37.7855829,-122.4386288,3.5
REDWOOD CITY,SEQUOIA MEDICAL CLINIC,05D0949545,CA,633 VETERANS BLVD,6503641565,94063,37.492362,-122.2311322,3
REDWOOD CITY,SEQUOIA MEDICAL ASSOCIATES,05D0949546,CA,2900 WHIPPLE AVE STE 130,6502988774,94062,37.4793569,-122.2562606,3.5
SAN RAMON,JOHN MUIR MEDICAL GROUP,05D0950814,CA,"2305 CAMINO RAMON, SUITES 100 & 120",9258371886,94583,37.7755312,-121.9646411,3
FREMONT,PALO ALTO MEDICAL FOUNDATION FREMONT CENTER,05D0952718,CA,3200 KEARNEY ST,5104982839,94538,37.5485656,-121.9736051,2
OAKLAND,CHILDRENS HOSPITAL OAKLAND,05D0953263,CA,747 52ND STREET,5104283365,94609,37.8371901,-122.2670282,3
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D0956635,CA,2621 SHADELANDS DR,9259412658,94598,37.9268205,-122.0227983,5
SAN FRANCISCO,GENERAL MEDICINE/MT ZION PRACTICE,05D0957787,CA,1701 DIVISADERO AVENUE BOX 1731,4155148447,94115,37.7852915,-122.4403115,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D0962082,CA,2340 CLAY ST,4156002640,94115,37.791364,-122.431998,3
SAN FRANCISCO,UCSF STANFORD HEALTH CARE,05D0962323,CA,350 PARNASSUS STE 805,4155025635,94117,37.7642347,-122.4562335,3
SAN FRANCISCO,UCSF EMPLOYEE AND OCCUPATIONAL HEALTH SERVICES,05D0963211,CA,"2330 POST STREET, SUITE 460",4155148447,94115,37.7844665,-122.4404425,3.5
BURLINGAME,BURLINGAME FAMILY HEALTH LAB,05D0965052,CA,1820 OGDEN DR FIRST FLOOR,6506977202,94010,37.59273,-122.386594,3
MOUNTAIN VIEW,EL CAMINO HOSPITAL,05D0965730,CA,2500 GRANT RD,6509407130,94040,37.3694772,-122.0799117,3
HAYWARD,SLEEPY HOLLOW FACILITY,05D0969866,CA,27289 SLEEPY HOLLOW HOME #101,5107864152,94545,37.6320077,-122.0936417,3
VALLEJO,KAISER HOSPICE,05D0972194,CA,1761 BROADWAY STE 101,7076452730,94589,38.1303683,-122.2537895,3
SAN FRANCISCO,KAISER SAN FRANCISCO,05D0972726,CA,4131 GEARY BLVD 4TH FL,4158333655,94118,37.7806661,-122.4637656,3.5
FREMONT,FREMONT SURGERY CENTER,05D0973572,CA,39472 PASEO PADRE PARKWAY,5107922887,94538,37.5506126,-121.9744194,4.5
SAN FRANCISCO,SAINT FRANCIS MEMORIAL HOSPITAL,05D0974971,CA,1199 BUSH STREET STE 160,4153536305,94109,37.7889333,-122.4167294,3
PALO ALTO,PALO ALTO ENDOSCOPY CENTER,05D0976888,CA,770 WELCH RD STE 380,6503250391,94304,37.4381666,-122.1760496,3
FREMONT,UNIVERSITY MEDICAL GROUP,05D0977152,CA,"2557 MOWRY AVE, STE 34",5107945320,94538,37.5557213,-121.9830791,3
OAKLAND,SUTTER HEALTH AT WORK MEDICAL,05D0979801,CA,5700 TELEGRAPH AVE,9162866769,94609,37.8432503,-122.2610907,3
MARTINEZ,CONTRA COSTA PUBLIC HEALTH/PUBLIC HEALTH,05D0980028,CA,597 CENTER AVE STE 200D,9253818511,94553,37.9931066,-122.1177818,2
FREMONT,WASHINGTON URGENT CARE,05D0980163,CA,"2500 MOWRY AVENUE, SUITE #212",5106086174,94538,37.5550545,-121.9802738,2
FREMONT,FREMONT OBGYN,05D0980470,CA,1860 MOWRY AVE STE 306,5107967104,94538,37.558335,-121.9786365,3
CONCORD,CONTRA COSTA CARDIOLOGY MEDICAL GROUP,05D0982151,CA,"2485 HIGH SCHOOL AVE, SUITE 100",9256710610,94520,37.9853224,-122.0341117,3
SAN FRANCISCO,ST LUKES HEALTHCARE CENTER,05D0982929,CA,3085 24TH ST STE 201,4156478111,94110,37.7523796,-122.4137632,3.5
SANTA CLARA,GOOD HEALTH MEDICAL CENTER INC,05D0984704,CA,3466 EL CAMINO REAL,4085541400,95051,37.3515518,-121.9922814,3
SAN MATEO,SAN MATEO COUNTY HEALTH SYSTEM SMMC LABORATORY,05D0987255,CA,222 W 39TH AVE,6505732689,94403,37.5312245,-122.2991375,2.5
SAN FRANCISCO,SAN FRANCISCO VAMC,05D0988226,CA,4150 CLEMENT ST BLDG200 2ND FL 2B117,4157502001,94121,37.7820065,-122.5050511,3.5
OAKLAND,HEART MEDICINE AND CHEST PAIN CLINIC,05D0989656,CA,368 28TH STREET,5104657382,94609,37.8165322,-122.2647462,3
OAKLAND,KAISER OAKLAND HOSPICE,05D0990476,CA,4501 BROADWAY 1ST FLOOR,5107526390,94611,37.8329251,-122.2536539,3
UNION CITY,KAISER HOSPICE - HAYWARD,05D0990479,CA,30116 EIGENBRODT WAY,5106755777,94587,37.6082694,-122.0701041,2
SAN FRANCISCO,PACIFIC WOMEN'S OB/GYN MEDICAL GROUP,05D0991863,CA,3838 CALIFORNIA STREET SUITE 316,4153799600,94118,37.786182,-122.4574719,3.5
MOUNTAIN VIEW,FRANK S DOPP MD,05D0993344,CA,2500 HOSPITAL DRIVE,6509645421,94040,37.3682691,-122.0824676,3
NOVATO,SUTTER TERRA LINDA HEALTH PLAZA,05D0994404,CA,4000 CIVIC CENTER DRIVE,4152091460,94945,38.0044896,-122.5382765,2.5
WALNUT CREEK,JOHN MUIR MEDICAL GROUP,05D0995273,CA,1450 TREAT BLVD,9259522811,94598,37.9260898,-122.0522716,5
SANTA ROSA,HOUSE CALLS - SANTA ROSA MEMORIAL HOSPITAL,05D0995291,CA,"1154 MONTGOMERY DR, STE 6",7075474684,95405,38.4429538,-122.7002684,2.5
SAN MATEO,MILLS HEALTH CENTER,05D0995352,CA,100 SO SAN MATEO DR,6506964510,94401,37.5650427,-122.3262078,1.5
GILROY,U S HEALTHWORKS MEDICAL GROUP,05D0997013,CA,190 LEAVESLEY RD STE 102,4088480444,95020,37.0194442,-121.5731673,1.5
FAIRFIELD,SUTTER REGIONAL MEDICAL FOUNDATION,05D0998928,CA,2702 LOW COURT,7074274900,94534,38.2365934,-122.0855654,2.5
UNION CITY,PACIFIC ASIAN MEDICAL CENTER,05D1000843,CA,32145 ALVARADO NILES ROAD SUITE 209,5104418600,94587,37.5964,-122.0555569,2
SAN FRANCISCO,LAUREL HEIGHTS COMMUNITY CARE,05D1001643,CA,2740 CALIFORNIA STREET,4155673133,94115,37.7885037,-122.439779,3.5
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CENTER IN-PATIENT,05D1002381,CA,2323 SACRAMENTO STREET,4156006000,94115,37.7899194,-122.4315507,3
WALNUT CREEK,CHILDRENS HOSPITAL AND RESEARCH CENTER,05D1004026,CA,106 LA CASA VIA STE 220,5104283365,94598,37.9121731,-122.0433918,3
SAN JOSE,ARTHRITIS CARE CENTER,05D1005271,CA,1835 PARK AVENUE,4082793330,95126,37.3356075,-121.9264669,2
SANTA ROSA,4TH STREET LASER & SURGERY CENTER,05D1008140,CA,1720 FOURTH STREET,7075468100,95404,38.4485443,-122.698833,4.5
MOUNTAIN VIEW,CAMINO MEDICAL GROUP,05D1013067,CA,125 SOUTH DRUVE,6509347007,94040,37.3669385,-122.0790491,3
OAKLAND,BAY SURGERY CENTER,05D1013494,CA,6633 TELEGRAPH AVE SUITE B,5108412179,94609,37.8525298,-122.2605218,3
SANTA CLARA,KAISER FOUNDATION HOSPITAL,05D1014584,CA,700 LAWRENCE EXPRESSWAY,4088516330,95051,37.3356096,-121.9988491,3
SANTA ROSA,"SANTA ROSA MEMORIAL HOSPITAL,",05D1015301,CA,525 DOYLE PARK DR 2ND FL,7075474600,95405,38.4424986,-122.6990141,2.5
SAN RAMON,JOHN MUIR MEDICAL GROUP,05D1015415,CA,2301 CAMINO RAMON STE 110,9253615550,94583,37.7762785,-121.9657519,3
SANTA ROSA,ENDOSCOPY CENTER OF SANTA ROSA,05D1015770,CA,1200 SONOMA AVE STE 2,7075712192,95405,38.4412274,-122.6985576,2.5
CONCORD,PREMIER SURGERY CENTER,05D1016232,CA,2222 EAST STREET SUITE 200,9256915000,94520,37.9813955,-122.0323355,4
BERKELEY,BERKELEY ADULT DAY HEALTH CENTER,05D1016461,CA,1890 ALCATRAZ AVENUE,5106010167,94703,37.8487638,-122.269598,3
BURLINGAME,PENINSULA HOSPITAL EMERGENCY ROOM,05D1017571,CA,1783 EL CAMINO REAL,6506965500,94010,37.5944704,-122.3833033,3
PALO ALTO,DEPT OF PEDIATRICS PALO ALTO MEDICAL CLINIC,05D1019185,CA,795 EL CAMINO REAL 1ST FLOOR,6508532992,94301,37.4399863,-122.1617036,3
PALO ALTO,PALO ALTO MED FOUNDATION,05D1019560,CA,795 EL CAMINO REAL,6508532924,94301,37.4399863,-122.1617036,4.5
VACAVILLE,NORTHBAY HEALTH CARE GROUP CENTER,05D1020424,CA,1010 NUT TREE RD STE 100,7076435133,95687,38.3545317,-121.952377,3
PALO ALTO,PALO ALTO MEDICAL FOUNDATION,05D1021517,CA,795 EL CAMINO REAL 1ST FLOOR,6508532984,94301,37.4399863,-122.1617036,3.5
OAKLAND,BONE & JOINT MEDICAL ASSOCIATES,05D1021521,CA,3300 WEBSTER ST 12TH FL SUITE 1202,5108363300,94609,37.8211303,-122.2620467,3
OAKLAND,SUTTER HEALTH AT WORK OAKLAND,05D1024154,CA,5700 TELEGRAPH AVE,5102044455,94609,37.8432503,-122.2610907,3
BURLINGAME,SUTTER HEALTH AT WORK BURLINGAME,05D1024157,CA,1720 EL CAMINO REAL 2ND FL STE 225,6506965838,94010,37.5938827,-122.3804416,3
SAN FRANCISCO,SAN FRANCISCO SURGERY CENTER,05D1025102,CA,450 SUTTER STREET SUITE 500 5TH FLOOR,5104516950,94108,37.7896794,-122.4078572,3
SAN FRANCISCO,ST LUKES HEALTHCARE CENTER,05D1025390,CA,1580 VALENCIA STREET SUITE 701,4156416890,94110,37.7467497,-122.4205566,3.5
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D1025650,CA,3700 CALIFORNIA ST GROUND FL,7075237220,94118,37.7865706,-122.4560109,3.5
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D1025652,CA,CASTRO AND DUBOCE STREET LEVEL A,4156004250,94114,37.7685922,-122.4346915,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D1025655,CA,3801 SACRAMENTO ST,7075237220,94118,37.7869516,-122.4556222,3.5
SAN RAFAEL,SUTTER PACIFIC MEDICAL FOUNDATION,05D1026871,CA,4000 CIVIC CENTER DR STE 206,7075237220,94903,38.0044896,-122.5382765,2.5
PALO ALTO,PALO ALTO MEDICAL FOUNDATION,05D1027089,CA,49 WELLS AVE,6506143299,94301,37.4408571,-122.1618767,3.5
PALO ALTO,PALO ALTO MED FOUNDATION,05D1027717,CA,795 EL CAMINO REAL,6508532905,94301,37.4399863,-122.1617036,4.5
MOUNTAIN VIEW,"MOUNTAIN VIEW MEDICAL CARE, INC.",05D1028031,CA,495 CASTRO ST #102,6509682389,94041,37.3901067,-122.0808817,3
