CITY_NAME,FAC_NAME,PRVDR_NUM,STATE_CD,ST_ADR,PHNE_NUM,ZIP_CD,lat,lng
SAN JOSE,"MINHTAM THI NGUYEN, MD",05D0724448,CA,1340 TULLY RD STE 309,4089938536,95122,,
SANTA ROSA,PARK VIEW POST ACUTE,05D0724450,CA,3751 MONTGOMERY DR,7075251250,95405,,
CONCORD,JOHN MUIR MEDICAL CENTER CONCORD CAMPUS,05D0724455,CA,2540 EAST STREET PO BOX 4110,5106742226,94524,,
NAPA,PLEASANT CARE CONVALESCENT NAPA,05D0724521,CA,2465 REDWOOD RD,7072553012,94558,,
SAN FRANCISCO,RICHARD B WARD MD,05D0724525,CA,909 HYDE ST 317,4158854971,94109,,
ANTIOCH,JOHN MUIR MEDICAL GROUP,05D0724541,CA,2213 BUCHANAN ROAD #103,9257791331,94509,,
SAN FRANCISCO,RONALD C KINDIG,05D0724554,CA,490 POST STREET STE 900,4159893456,94102,,
SAN FRANCISCO,ACUTE HEMODIALYSIS UNIT,05D0724591,CA,UNIV OF CA SAN FRANCISCO 884 MOFFIT,4154761551,94143,,
HAYWARD,BETHESDA HOME,05D0724710,CA,22427 MONTGOMERY ST,5105388300,94541,,
SAN JOSE,CHUNG HANKYU,05D0724742,CA,2039 FOREST AVENUE STE 303,4082978600,95128,,
SEBASTOPOL,FIRCREST CONVALESCENT HOSPITAL,05D0724814,CA,7025 CORLINE COURT,7078237444,95472,,
REDWOOD CITY,"SEQUOIA MEDICAL ASSOCIATES, INC",05D0724908,CA,2900 WHIPPLE AVE STE 130,6502988774,94062,,
SAN FRANCISCO,JOHN S HO MD,05D0724910,CA,728 PACIFIC AVE #503,4154333397,94133,,
SAN FRANCISCO,JOSEPHINE MAK,05D0724916,CA,818 JACKSON STREET 301,4153986624,94133,,
PALO ALTO,PALO ALTO NURSING CENTER,05D0725058,CA,911 BRYANT STREET,6503270511,94301,,
SAN MATEO,SAN MATEO CONVALESCENT HOSPITAL,05D0725150,CA,453 NORTH SAN MATEO DRIVE,4153426255,94401,,
REDWOOD CITY,REDWOOD MEDICAL GROUP,05D0725208,CA,39 BIRCH STREET,4155990110,94062,,
CONCORD,TOTAL PHARMACEUTICAL CARE INC,05D0725222,CA,1341 GALAXY WAY SUITE D,5106873596,94520,,
SANTA ROSA,CRESCENT HEALTHCARE INC,05D0725231,CA,3636 N LAUGHLIN RD STE 200,7075793020,95403,,
SAN FRANCISCO,UNITED AIRLINES MEDICAL DEPT BLDG 49,05D0725249,CA,SAN FRANCISCO INTL AIRPORT BLDG #49,6506344911,94128,,
SAN RAMON,BAY AREA FERTILITY MEDICAL GROUP,05D0725361,CA,5601 NORRIS CANYON RD SUITE 300,5108671800,94583,,
OAKLAND,ALAN R COHEN MD,05D0725375,CA,2832 SUMMIT ST,5108930328,94609,,
MARTINEZ,ALHAMBRA CONVALESCENT HOSPITAL,05D0725383,CA,331 ILENE STREET,9252282020,94553,,
ANTIOCH,ANTIOCH MEDICAL OFFICES,05D0725402,CA,3400 DELTA FAIR BLVD,9257795105,94509,,
SUNNYVALE,IDYLWOOD CARE CENTER,05D0725629,CA,1002 W FREMONT AVENUE,4087392383,94087,,
SAN FRANCISCO,JOHN I UMEKUBO MD,05D0725659,CA,1674 POST ST 3,4159315182,94115,,
MARTINEZ,MARTINEZ CONVALESCENT HOSPITAL,05D0725737,CA,4110 ALHAMBRA WAY,5102284260,94553,,
MOUNTAIN VIEW,MOUNTAIN VIEW HEALTHCARE CENTER,05D0725774,CA,2530 SOLACE PLACE,4159616161,94040,,
SAN FRANCISCO,PACIFIC FAMILY PRACTICE MED GROUP,05D0725822,CA,1 SCHRADER ST STE 578,4152069841,94117,,
CUPERTINO,"SOLNUS SEVEN, LLC",05D0725852,CA,22590 VOSS AVE,4082539034,95014,,
SAN JOSE,RICHARD R ABE DPM,05D0725884,CA,280 N JACKSON AVE STE A,4089230309,95116,,
SAN FRANCISCO,PULMONARY & CRITICAL CARE MEDICINE,05D0725911,CA,1001 PORTERO AVE RM 5K1,4152068313,94110,,
SAN JOSE,"TPMG LABORATORY, SANTA TERESA",05D0725914,CA,260 INTERNATIONAL CIRCLE,4089727000,95119,,
SAN JOSE,TPMG SAN JOSE MOHS LABORATORY,05D0725915,CA,276 INTERNATIONAL CIR,4083634525,95119,,
MILLBRAE,EMMANUEL CONVALESCENT HOSP OF MILLBRAE,05D0725929,CA,33 MATEO AVE,6506895784,94030,,
SAN JOSE,JOHN E BELL DPM,05D0726222,CA,3000 SOUTH BASCOM AVENUE,4083712451,95124,,
SEBASTOPOL,JOHN P CANOVA,05D0726228,CA,678 PETALUMA AVE,7078292232,95472,,
NAPA,NAPA VALLEY NEPHROLOGY,05D0726287,CA,3443 VILLA LANE SUITE 6,7072528407,94558,,
SANTA ROSA,NURSE'S HOUSE CALL,05D0726304,CA,"3550 ROUND BARN BOULEVARD, SUITE 202",7075277823,95403,,
SAN FRANCISCO,PAN PACIFIC UROLOGY,05D0726339,CA,"929 CLAY STREET, SUITE 505",4152020250,94108,,
SAN JOSE,ROBERT L ROTH MD INC,05D0726341,CA,"2400 MOORPARK AVENUE, SUITE 209",4082955047,95128,,
DALY CITY,ST FRANCIS CONVALESCENT PAVILION,05D0726371,CA,99 ESCUELA DR,6509943200,94015,,
FREMONT,BMA FREMONT,05D0726465,CA,39505 PASEO PADRE PARKWAY,5106591240,94538,,
SAN MATEO,BROOKSIDE SKILLED NURSING HOSPITAL,05D0726468,CA,2620 FLORES ST,4153492161,94403,,
SANTA ROSA,CREEKSIDE CONVALESCENT HOSPITAL,05D0726487,CA,850 SONOMA AVENUE,7075447750,95404,,
BURLINGAME,PHYSICIANS CLINICAL LABORATORY INC,05D0726500,CA,1515 TROUSDALE DR #205,4156972642,94010,,
GILROY,"FRANCIS R SACCO MD, INC",05D0726521,CA,"7880 WREN AVE, SUITE E153",4088471454,95020,,
ALAMEDA,EMMANUEL CONVALESCENT HOSPITAL OF ALA,05D0726638,CA,508 WESTLINE DRIVE,5105215765,94501,,
PALO ALTO,SCRDP BIOCHEMISTRY LABORATORY,05D0726668,CA,730 WELCH RD SUITE C,4157235086,94304,,
SOUTH SAN FRANCISCO,"PERMANENTE MED GROUP DEPT OF ANEST,THE",05D0726706,CA,1200 EL CAMINO REAL,4157422000,94080,,
SOUTH SAN FRANCISCO,"PERMANENTE MEDICAL GROUP,INC SSF,THE",05D0726707,CA,1200 EL CAMINO REAL,6507422405,94080,,
SAN FRANCISCO,HOUTKOOPER PODIATRY CORPORATION,05D0726772,CA,4465 MISSION ST,4156640899,94112,,
SANTA CLARA,BEVERLY MANOR,05D0855511,CA,991 CLYDE AVENUE,4089887666,95054,,
PETALUMA,DANIEL PAUL KRAKORA MD PC,05D0855685,CA,6 FIFTH STREET,7077622795,94952,,
NOVATO,PATRICIA PADILLA MD,05D0855711,CA,859 DIABLO AVE,4158928360,94947,,
PALO ALTO,CAROL J THOMAS MD,05D0855791,CA,900 WELCH ROAD SUITE 209,6503268700,94304,,
NOVATO,KATHERINE MCNALLY MD,05D0855821,CA,165 ROWLAND WAY STE 308,4158987266,94945,,
SAN FRANCISCO,SAN FRANCISCO STATE UNIVERSITY STUDENT HEALTH SRVS,05D0855872,CA,1600 HOLLOWAY AVENUE,4153381759,94132,,
SUNNYVALE,CYTYC DIAGNOSTIC SERVICES,05D0856040,CA,1240 ELKO DRIVE,4087455172,94089,,
SAN JOSE,SAMARITAN ASTHMA & ALLERGY CENTER,05D0856112,CA,2577 SAMARITAN DRIVE #750,4083583774,95124,,
SAN MATEO,ABC PEDIATRICS,05D0856176,CA,50 SOUTH SAN MATEO DRIVE SUITE 260,4155796500,94401,,
SAN FRANCISCO,DONG HA HWANG MD,05D0856180,CA,402 8TH AVENUE SUITE 201,4152211811,94118,,
FREMONT,SOUTH EAST BAY PEDIATRIC MEDICAL GROUP,05D0856282,CA,2191 MOWRY AVENUE SUITE 600-C,5107924373,94538,,
SAN FRANCISCO,FRED B HOM MD INC,05D0856359,CA,909 HYDE STREET STE#508,4159228080,94109,,
SANTA ROSA,BEAMS MEDICAL ASSOCIATES INC,05D0856404,CA,4415 SONOMA HWY SUITE B,7075393478,95409,,
WALNUT CREEK,WESTERN MEDICAL SVCS HOME HEALTH AGCY,05D0856609,CA,220 N WIGET LANE STE 2,5109460900,94598,,
SAN FRANCISCO,GARY L CHAN MD,05D0856647,CA,909 HYDE ST STE 210,4154747900,94109,,
LOS ALTOS HILLS,FOOTHILL COLLEGE HEALTH SERVICES,05D0856665,CA,12345 EL MONTE RD,4159497243,94022,,
OAKLAND,"NORCAL UROLOGY MEDICAL GROUP, INC",05D0856715,CA,3300 WEBSTER ST STE 710,5104655800,94609,,
SAN JOSE,FOREST AVENUE MEDICAL GROUP CLINICAL LAB,05D0856797,CA,2100 FOREST AVE STE 104,4082925337,95128,,
MENLO PARK,UNIVERSITY CONVALESCENT HOSPITAL,05D0856852,CA,2122 SANTA CRUZ AVE,4158544020,94025,,
SAN JOSE,GIAO VAN VU MD,05D0856859,CA,"1863 ALUM ROCK AVENUE, SUITE D",4082540118,95116,,
EL CERRITO,PETER H STRYKERS MD,05D0856884,CA,400 COLUSA AVENUE,,94530,,
PETALUMA,ROBERT SCOTT MCMURTRIE M D,05D0856901,CA,1456 PROFESSIONAL DR SUITE 404,7077620395,94954,,
SAN FRANCISCO,CHARLES T LYNCH MD,05D0856912,CA,2100 WEBSTER STREET  202,4152021569,94115,,
WALNUT CREEK,MARVIN L JUNGLING MD,05D0856946,CA,1455 MONTEGO WAY 102,5109330755,94598,,
DUBLIN,SANTA RITA JAIL - CALIFORNIA FORENSIC MEDICAL GRP,05D0857046,CA,5325 BRODER BLVD,9255516704,94568,,
PALO ALTO,PALO ALTO PATHOLOGY INC,05D0857114,CA,2325 EL CAMINO REAL,6506171849,94306,,
NOVATO,PRIMA MEDICAL GROUP - NOVATO,05D0857235,CA,75 ROWLAND WAY STE 100,4158779664,94945,,
WALNUT CREEK,IMMUNODIAGNOSTIC LABORATORIES,05D0857255,CA,1479 YGNACIO VALLEY ROAD #105,5109372655,94598,,
SAN FRANCISCO,PACIFIC INTERNAL MEDICINE ASSOCIATES,05D0857362,CA,2100 WEBSTER ST STE 423,4159233050,94115,,
PLEASANT HILL,AMERICAN RED CROSS BLOOD SERVICES,05D0857365,CA,140 GREGORY LANE SUITE 120,5105945268,94523,,
VALLEJO,KAISER HOME CARE,05D0857403,CA,"1761 BROADWAY ST, STE 210",7076452720,94589,,
SAN FRANCISCO,PETER Y LIN MD DPM,05D0857504,CA,818 JACKSON STREET SUITE 202,4153989861,94133,,
SEBASTOPOL,DONALD A SOLOMON MD,05D0857547,CA,13140 FRATI LANE,7078291131,95472,,
SANTA CLARA,KAISER MEDICAL CENTER NUCLEAR MEDICINE,05D0857571,CA,900 KIELY BLVD,4082364583,95051,,
SAN FRANCISCO,FAMILY HEALTH FOUNDATION-HANSEN DISEAS,05D0857572,CA,2211 POST STREET SUITE 301,4153463607,94115,,
SAN JOSE,ST JAMES HEALTH CENTER,05D0857573,CA,55 EAST JULIAN ST,4089182600,95112,,
DALY CITY,DALY CITY YOUTH HEALTH CENTER,05D0857618,CA,2780 JUNIPERO SERRA BLVD,4089912240,94015,,
SAN MATEO,SAN MATEO COUNTY PUBLIC HEALTH LAB,05D0857622,CA,225 W 37TH AVE RM 113,6505732500,94403,,
SOUTH SAN FRANCISCO,NORTH COUNTY OUTPATIENT CLINIC,05D0857626,CA,306 SPRUCE AVE,4158775751,94080,,
GILROY,GEORGE E GREEN MD,05D0857656,CA,8833 MONTEREY RD,4088424466,95020,,
BURLINGAME,DIAGNOSTIC LABORATORIES,05D0857690,CA,1515 TROUSDALE DR STE 205,4156972642,94010,,
LOS GATOS,ROBERT A HERSCH MD INC,05D0857821,CA,777 KNOWLES DR STE 3,4083788121,95030,,
SANTA CLARA,JON M SCOTT DO,05D0857822,CA,1150 SCOTT BLVD D1,4082469915,95050,,
LOS GATOS,STONEBROOK HEALTH AND REHABILITATION,05D0857872,CA,350 DESOTO DRIVE,4083569151,95030,,
NOVATO,TAMALPAIS PEDIATRICS - A UCSF AFFILIATE,05D0857952,CA,400 PROFESSIONAL DR STE 423,4158920965,94947,,
LAFAYETTE,WAI F YEUNG MD,05D0857982,CA,3466 MT DIABLO BLVD STE C100,9252841210,94549,,
SOUTH SAN FRANCISCO,WM E CUNHA MD,05D0858074,CA,125 NORTHWOOD DR,4155889988,94080,,
SEBASTOPOL,"FAMILY WELLNESS CENTER,THE",05D0858097,CA,1141 GRAVENSTEIN HWY SOUTH,7078295455,95472,,
SAN JOSE,MISSION DE LA CASA NRSG & REHAB CTR,05D0858125,CA,2501 ALVIN AVE,4082389751,95121,,
BURLINGAME,D B NICHOLS MD,05D0858127,CA,1720 EL CAMINO REAL SUITE 105,,94010,,
ALAMEDA,CRITICAL CARE AMERICA,05D0858228,CA,1105 ATLANTIC AVENU SUITE 101,5105221492,94501,,
CAMPBELL,CALPATH MEDICAL ASSOC,05D0858234,CA,2155 S BASCOM AVE STE 120,4088665227,95008,,
PLEASANTON,WALTER PANGANIBAN MD,05D0858291,CA,5575 WEST LAS POSITAS SUITE 210,5108470670,94588,,
CONCORD,JANET L BROWN MD,05D0858327,CA,2222 EAST ST SUITE 375,5107987212,94520,,
BELMONT,TIMOTHY P TROMPETER MD,05D0858373,CA,1070 SIXTH AVENUE SUITE 130,4155915011,94002,,
SUNNYVALE,WARREN MILLS MD,05D0858522,CA,877 W FREMONT AVE SUITE I-3,,94087,,
LOS GATOS,VASONA CREEK HEALTHCARE CENTER,05D0858645,CA,16412 LOS GATOS BOULEVARD,4083562191,95032,,
VALLEJO,PACIFIC LAB SERVICES,05D0858659,CA,1201 GLEN COVE PKWY SUITE 1402,7076498414,94591,,
SAN JOSE,FLOREZA MEDICAL CLINIC,05D0858769,CA,135 N JACKSON AVE,4082544549,95116,,
SEBASTOPOL,J SWEENEY MD FACS & R DELGADO MD FACS,05D0858773,CA,6800 PALM AVE SUITE C-1,7078238538,95472,,
SANTA ROSA,"PERMANENTE MED GROUP BLOOD GAS LAB,THE",05D0858804,CA,401 BICENTENNIAL WAY,7075714592,95403,,
LOS GATOS,COMMUNITY HOSP OF LOS GATOS & SARATOGA,05D0858815,CA,815 POLLARD ROAD,4083786131,95030,,
SAN JOSE,THOMAS SHEAU-LIN HO MD,05D0858850,CA,2512 SAMARITAN CT SUITE H,4083582681,95124,,
NOVATO,BEL MARIN MEDICAL CENTER,05D0858854,CA,372 BEL MARIN KEYS BLVD,4158832273,94949,,
SAN FRANCISCO,CHINATOWN MEDICAL LAB II,05D0858887,CA,929 CLAY STREET ROOM 305,4159565491,94108,,
SUNNYVALE,ATUL S SHETH MD,05D0858944,CA,"755 SOUTH BERNARDO AVE, SUITE 101",4087336000,94087,,
SUNNYVALE,WARREN MILLS MD,05D0858946,CA,877 W FREMONT AVE #I-3,4087392249,94087,,
BURLINGAME,AARON M ROLAND MD DBA FAMILY CARE ASSOCIATES,05D0858955,CA,1720 EL CAMINO REAL STE 165,6506920977,94010,,
SAN FRANCISCO,"ERIC TABAS, MD, INC",05D0859005,CA,450 SUTLER ST STE 1324,4153972331,94108,,
VACAVILLE,VACAVILLE DIALYSIS CLINIC,05D0859211,CA,1241 ALAMO DR SUITE 7,7074496485,95687,,
SAN JOSE,"TUAN V PHAN MD, INC",05D0859333,CA,1569 LEXANN AVE   STE 120,4082704267,95121,,
SANTA ROSA,PRIMARY CARE ASSOCIATES OF THE REDWOOD,05D0859352,CA,"500 DOYLE PARK DRIVE, SUITE G03",7075443411,95405,,
CAMPBELL,CAMPBELL MEDICAL GROUP,05D0859418,CA,476 E CAMPBELL AVE,4083783100,95008,,
CUPERTINO,DE ANZA COLLEGE HEALTH SERVICES,05D0859425,CA,21250 STEVENS CREEK BL,4088648732,95014,,
LOS GATOS,"LA FEMME HEALTHCARE, INC",05D0859455,CA,15899 LOS GATOS - ALMADEN ROAD #4,4083588801,95032,,
SAN JOSE,HAROLD N SCHELL MD,05D0859731,CA,2101 FOREST AVENUE SUITE 108,4082926418,95128,,
LOS ALTOS,PHYSICIANS CLINICAL LABORATORY,05D0859763,CA,794 ALTOS OAKS DR,4159481841,94024,,
SAN FRANCISCO,SEAFARERS MEDICAL CENTER,05D0859834,CA,"730 HARRISON STREET, SUITE 100",4153923611,94107,,
VACAVILLE,CALIFORNIA MEDICAL FACILITY,05D0859881,CA,1600 CALIFORNIA DRIVE,7074486841,95696,,
VALLEJO,KAISER PERMANENTE MEDICAL OFFICES,05D0859931,CA,975 SERENE DRIVE,,94589,,
OAKLAND,ROBERT SANDBERG MD,05D0860121,CA,418 30TH ST,5102085200,94609,,
DALY CITY,WEST BAY HOME HEALTH SERVICES,05D0860159,CA,45 SOUTHGATE AVE #200,6509916680,94015,,
WALNUT CREEK,RICHARD R SEIBERT MD INC,05D0860201,CA,"1776 YGNACIO VALLEY ROAD, SUITE 204",9259436367,94598,,
MILPITAS,SANTA CLARA COUNTY VALLEY MEDICAL CNTR,05D0860215,CA,701 S ABEL STREET,4089575360,95035,,
SAN JOSE,DAN ANH NGUYEN MD,05D0860291,CA,2100 FOREST AVE SUITE 105,4089938071,95128,,
LOS GATOS,COUGHLIN RICHARD,05D0860295,CA,14850 LOS GATOS BLVD,4083784111,95032,,
BERKELEY,BERKELEY LONG TERM CARE,05D0860387,CA,2829 SHATTUCK AVENUE,5108483760,94705,,
BERKELEY,GUARDIAN-BERKELEY PINES,05D0860389,CA,2223 ASHBY AVENUE,5108431430,94705,,
SAN LEANDRO,T F SPINDLER MD,05D0860395,CA,291 ESTUDILLO AVE,5104831216,94577,,
SAN RAMON,"JEFFREY L ZWEIG, MD, INC",05D0860399,CA,5601 NORRIS CANYON RD,5108302700,94583,,
OAKLAND,"SOLNUS TWO, LLC",05D0860410,CA,3030 WEBSTER STREET,5102508000,94609,,
SAN JOSE,JAMES L ANDREWS MD,05D0860462,CA,"393 BLOSSOM HILL ROAD, SUITE 145",4086296188,95123,,
MOUNTAIN VIEW,MOUNTAIN VIEW ENDOSCOPY CENTER,05D0860525,CA,"2490 HOSPITAL DRIVE, SUITE 211",6509887488,94040,,
SAN JOSE,CENTER FOR PAIN AND REHABILITATION MEDICINE,05D0860542,CA,3097 MOORPARK AVE STE 200,4082447246,95128,,
SANTA CLARA,CATHY A JOSEPH DC/W RICHARD KIDD DC,05D0860673,CA,1265 EL CAMINO REAL SUITE 101,4082488392,95050,,
SAN BRUNO,BAYHILL CHIROPRACTIC,05D0860716,CA,841 W SAN BRUNO AVE SUITE 5,6509526477,94066,,
SAN JOSE,SANTA CLARA VALLEY MEDICAL CTR - SAN PEDRO UNIT,05D0860732,CA,150 W HEDDING ST,4088856551,95110,,
SAN FRANCISCO,SAM ORYOL,05D0860736,CA,3838 CALIFORNIA STREET #601,4153464177,94118,,
NOVATO,CATHLEEN SCHMITT,05D0860766,CA,165 ROWLAND WAY #105,4158972776,94945,,
SAN FRANCISCO,SAN FRANCISCO CHIROPRACTIC CLINIC,05D0860839,CA,3637 SACRAMENTO STREET SUITE F,4155631888,94118,,
SAN FRANCISCO,FELIX O KOLB MD,05D0860957,CA,2100 WEBSTER 418,4159233110,94115,,
SAN JOSE,DR JIMMY J LIN,05D0860983,CA,2411 FOREST AVENUE,4089831012,95128,,
SAN RAMON,ARTERIAL BLOOD GAS LABORATORY AT,05D0861057,CA,6001 NORRIS CANYON RD,5102756166,94583,,
SAN JOSE,FREDERICK TIMOTHY GUILFORD MD INC,05D0861107,CA,2674 N 1ST STREET #101,4084330923,95134,,
NOVATO,MICHAEL K KWOK MD,05D0861134,CA,165 ROWLAND WAY SUITE 201,4158973174,94945,,
NOVATO,JOSEPH A COLORAFI MD,05D0861183,CA,400 MEDICAL PLAZA CIRCLE #101,4158973174,94947,,
SAN PABLO,DARYL E MURDOCH M D,05D0861392,CA,2523 EL PORTAL DR #103,5102374110,94806,,
VALLEJO,CRESTWOOD RECOVERY & REHAB CENTER,05D0861563,CA,115 ODDSTAD DR,7075520215,94589,,
NOVATO,STEPHEN E WELTER MD,05D0861568,CA,165 ROWLAND WAY SUITE 201,4158973174,94945,,
NOVATO,ROBERT G VAN HERICK,05D0861601,CA,165 ROWLAND WAY SUITE 201,4158973174,94945,,
DIXON,SUTTER DIXON URGENT CARE CLINIC,05D0861618,CA,125 NORTH LINCOLN SUITE C,9166788801,95620,,
BURLINGAME,ADRIENNE MCGRAEL-SOUDERS MD,05D0861631,CA,1515 TROUSDALE DRIVE STE 109,4153471481,94010,,
SAN JOSE,DU XUAN HA MD INC,05D0861637,CA,806 E JULIAN ST SUITE A,4082955170,95112,,
MOUNTAIN VIEW,UPTON CASEY SWANBERG & HIGGINS MD CORP,05D0861656,CA,253 FRANKLIN STREET,4159675591,94041,,
BURLINGAME,WILLIAM D ZIGRANG MD,05D0861718,CA,1750 EL CAMINO REAL SUITE 202,6506929751,94010,,
BURLINGAME,ANTHONY RUSSO MD OFFICE LAB,05D0861719,CA,1870 EL CAMINO REAL SUITE 200,6506927545,94010,,
BURLINGAME,DAVID KLONOFF MD OFFICE LAB,05D0861723,CA,"1870 EL CAMINO REAL,SUITE 200",6506974345,94010,,
SAN MATEO,MARNA SKAAR,05D0861768,CA,50 SO SAN MATEO DR STE 280,4153425667,94401,,
SAN JOSE,SANTA CLARA VALLEY MEDICAL CENTER-GUADALUPE UNIT,05D0861847,CA,840 GUADALUPE PARKWAY,4088856551,95110,,
SAN RAMON,VALLEY MEDICAL ONCOLOGY CONSULTANTS,05D0861902,CA,5401 NORRIS CANYON RD SUITE 202,5108309293,94583,,
SAN JOSE,SAN JOSE PULMONARY ASSOCIATES,05D0861943,CA,2112-B MCKEE ROAD,4082585864,95116,,
ALAMEDA,"BERKELEY HEARTLAB, INC",05D0861963,CA,960 ATLANTIC AVE STE 100,5102634018,94501,,
SAN JOSE,THINH V NGUYEN MD INC,05D0861977,CA,2470 ALVIN AVENUE SUITE 70,4082230505,95121,,
LIVERMORE,SILVER OAK MANOR,05D0862053,CA,788 HOLMES ST,9254472280,94550,,
SAN FRANCISCO,ST MARY'S MEDICAL CENTER,05D0862149,CA,450 STANYAN STREET,4157505771,94117,,
MILPITAS,SANTA CLARA VALLEY MEDICAL CENTER,05D0862207,CA,701 SOUTH ABEL STREET,4088856551,95035,,
RICHMOND,GENETIC DISEASE LABORATORY BRANCH,05D0862216,CA,850 MARINA BAY PKWY STE G265,5102311790,94804,,
SAN JOSE,SPARK - SUPPORTING PROTECTING AND RESPECTING KIDS,05D0862231,CA,725 E SANTA CLARA ST,4088856551,95125,,
SAN FRANCISCO,"JANE HIGHTOWER, WILLIAM ANDERECK & CAROLYN COOPER",05D0862313,CA,2100 WEBSTER STREET SUITE 418,4159233025,94115,,
ALAMEDA,"SOLNUS ONE, LLC",05D0862327,CA,430 WILLOW ST,5105238857,94501,,
NAPA,ROBERT D URREA MD,05D0862357,CA,3260 BEARD ROAD,7072520990,94558,,
WALNUT CREEK,DIABLO OBSTETRICS & GYNECOLOGY INC,05D0862452,CA,110 TAMPICO STE 210,5109354004,94598,,
SAN FRANCISCO,"SAN FRANCISCO WOMEN'S HEALTHCARE, INC",05D0862583,CA,"1 DANIEL BURNHAM CT, STE 230C",4155639000,94109,,
SAN LEANDRO,EAST BAY PERITONEAL DIALYSIS CENTER,05D0862596,CA,"13939 E 14TH STREET,#110",5106141380,94577,,
SAN FRANCISCO,NURSING ON SITE MOUNT ZION OF UCSF,05D0862617,CA,1600 DIVISADERO STREET,4158857454,94115,,
LOS GATOS,NORMAN CHOW,05D0862714,CA,320 DARDANELLI LANE SUITE 10B,4088664576,95032,,
PITTSBURG,SSC PITTSBURG OPERATING COMPANY LP  DBA,05D0862780,CA,2351 LOVERIDGE ROAD,9254274444,94565,,
ANTIOCH,JOHN W COPELAND MD,05D0862783,CA,1111 A STREET,9257789110,94509,,
PORTOLA VALLEY,DON C CREEVY MD,05D0862789,CA,4370 APLINE ROAD,6508513146,94028,,
SAN MATEO,ARTHUR F GALLA MD,05D0862792,CA,29 BAYWOOD AVE,4153424200,94402,,
SONOMA,LONDON HOUSE CARE CENTER,05D0862801,CA,678 SECOND ST WEST,7079381096,95476,,
SAN JOSE,ROCEL CLINICAL DIAGNOSTICS,05D0862804,CA,2470 ALVIN AVE #7,4082233427,95121,,
SAN FRANCISCO,G KAPGAN,05D0862832,CA,"2299 POST STREET, SUTIE 102",4158074702,94115,,
LIVERMORE,"LAWRENCE LIVERMORE NATIONAL LABORATORY ,",05D0862852,CA,7000 EAST AVENUE  BLDG  663   LOC-723,9254222077,94551,,
HAYWARD,MORTON BAKAR CENTER,05D0862903,CA,494 BLOSSOM WAY,5105827676,94541,,
WALNUT CREEK,"RALPH J WEINSTEIN, MD",05D0863010,CA,2121 YGNACIO VALLEY RD E-206,5109341240,94598,,
MILL VALLEY,"J DAVID ANDREW, MD",05D0863043,CA,279 MILLER AVE,4153882657,94941,,
ALAMEDA,ALAMEDA EMERGENCY PHYSICIANS,05D0863148,CA,1222-A PARU STREET,5105223700,94501,,
SAN JOSE,ALEXANDER L VAGO DPM,05D0863168,CA,4155 MOORPARK AVE NO16,4082489222,95117,,
DALY CITY,DR DAMON LEE,05D0863201,CA,1800 SULLIVAN AVE SUITE 304,6507560110,94015,,
CUPERTINO,CHANWELL MEDICAL GROUP,05D0863259,CA,10615 DEANZA BOULEVARD,4089291888,95014,,
SAN FRANCISCO,"LUIS A BONILLA, MD",05D0863261,CA,1580 VALENCIA ST STE 803B,4152857940,94110,,
BERKELEY,US HEALTHWORKS MEDICAL GROUP,05D0863339,CA,"2850 SEVENTH ST, STE 100",5108455170,94710,,
SAN FRANCISCO,MALLINCKRODT MEDICAL INC,05D0863380,CA,1750 ARMY ST SUITE J,4152851871,94124,,
DANVILLE,WILLIAM C BOELTER II MD,05D0863421,CA,400 EL CERRO BLVD 105,5108207074,94526,,
PLEASANTON,JOHN MUIR MEDICAL GROUP,05D0863560,CA,5860 OWENS DR,9257370338,94588,,
SAN MATEO,MICHAEL P STEVENS MD,05D0863587,CA,101 S SAN MATEO DR 207,4153425667,94401,,
GILROY,BIRTHRIGHT OF GILROY,05D0863637,CA,7950 CHURCH ST #208,4088429165,95020,,
SAN FRANCISCO,ROBERT L DOBROW MD,05D0863646,CA,3838 CALIFORNIA ST STE 600,4157506510,94118,,
SONOMA,SONOMA NURSING & REHAB CENTER,05D0863670,CA,1250 BROADWAY,7079390900,95476,,
WINDSOR,NORTHERN CALIFORNIA MEDICAL ASSOC,05D0863788,CA,911 MEDICAL CENTER PLAZA SUITE 19,7078388378,95492,,
BURLINGAME,HEALY HO STEYER MASSA & COSKEY MD'S,05D0863795,CA,1515 TROUSDALE DRIVE SUITE 115,4156975367,94010,,
SAN MATEO,"HEALY,HO, STEYER, MASSA, COSKEY, MD'S",05D0863796,CA,101 S SAN MATEO DRIVE SUITE 307,4153484184,94401,,
PETALUMA,ROY S MUSICK MD MEDICAL CORPORATION,05D0863874,CA,104 LYNCH CREEK WAY #10,7077623558,94954,,
SANTA ROSA,DR LARRY SLATER MPPC,05D0863898,CA,3315 CHANATE ROAD SUITE 1B,7075445512,95404,,
SANTA ROSA,JAMES F STONE MD,05D0863934,CA,110 DOCTORS PARK DRIVE,7075420224,95405,,
SONOMA,MEDICAL CENTER FOR WOMEN,05D0863949,CA,"181 ANDRIEUX ST, SUITE 108",7079383300,95476,,
DALY CITY,PRIMARY HEALTH CARE,05D0863967,CA,"901 CAMPUS DR, SUITE 112",4159911842,94015,,
SAN ANSELMO,"MARIN HILLS MEDICAL GROUP, INC",05D0864024,CA,915 SIR FRANCIS DRAKE BLVD,4154577414,94960,,
